	words	loglike
935	ablehnenden	0.015480643394792881
936	ablehnendes	1.6943102676377806
937	ablehnst	0.31398856507385164
938	ablehnt	0.09563048130909957
939	ablehnte	4.709635148242512
940	ablehnten	2.2003430041174044
941	ablehnung	13.008828647518904
942	ableisten	
943	ableiten	1.6823918072683615
944	ableitete	
945	ablenken	15.39579916341097
946	ablenkend	0.5878012598522897
947	ablenkmanöver	
948	ablenkst	2.536852007999588
949	ablenkt	0.10453694556628856
950	ablenkte	0.009938940942654462
951	ablenkten	0.9448626140266274
952	ablenkung	17.835812212937764
953	ablenkungen	
954	ablenkungsmanöver	19.43783821103682
955	ablenkungsmanövern	
956	ablesen	5.939068544352089
957	ableuchten	
958	ableuchteten	
959	ablichten	0.4745188733667056
960	ablief	3.569630597480847
961	abliefen	4.31508753719299
962	abliefern	0.013516810922706401
963	abliefert	
964	ablieferte	0.13415411528751509
965	ablieferten	
966	ablieferung	
967	abliest	3.8052780119993814
968	abließ	2.4953017376376243
969	abließen	0.7564633649147703
970	ablin	
971	abluchsen	10.132842213822837
972	ablud	0.7334476680391333
973	abluden	
974	abläufe	17.1552325556155
975	abläufen	0.2785351404201716
976	abläuft	1.880560560206721
977	ablösen	2.9127028012188134
978	ablöst	
979	ablöste	1.3532464411496092
980	ablösten	
981	ablösung	8.09356214080547
982	abmachen	29.400454203148755
983	abmachung	3.605009423777007
984	abmachungen	
985	abmagerungskur	
986	abmahnung	
987	abmalte	
988	abmalten	
989	abmarsch	
